,file,length,width,height,size
498,dataset/BraTS2021_Training_Data/BraTS2021_00708/BraTS2021_00708_seg.nii.gz,26,28,28,1
499,dataset/BraTS2021_Training_Data/BraTS2021_00709/BraTS2021_00709_seg.nii.gz,40,30,51,1
500,dataset/BraTS2021_Training_Data/BraTS2021_00714/BraTS2021_00714_seg.nii.gz,64,69,67,1
501,dataset/BraTS2021_Training_Data/BraTS2021_00715/BraTS2021_00715_seg.nii.gz,40,59,39,1
502,dataset/BraTS2021_Training_Data/BraTS2021_00716/BraTS2021_00716_seg.nii.gz,33,39,37,1
503,dataset/BraTS2021_Training_Data/BraTS2021_00718/BraTS2021_00718_seg.nii.gz,39,57,53,1
504,dataset/BraTS2021_Training_Data/BraTS2021_00723/BraTS2021_00723_seg.nii.gz,37,50,39,1
505,dataset/BraTS2021_Training_Data/BraTS2021_00724/BraTS2021_00724_seg.nii.gz,48,58,41,1
506,dataset/BraTS2021_Training_Data/BraTS2021_00725/BraTS2021_00725_seg.nii.gz,58,41,42,1
507,dataset/BraTS2021_Training_Data/BraTS2021_00727/BraTS2021_00727_seg.nii.gz,39,51,49,1
508,dataset/BraTS2021_Training_Data/BraTS2021_00728/BraTS2021_00728_seg.nii.gz,10,10,12,1
509,dataset/BraTS2021_Training_Data/BraTS2021_00729/BraTS2021_00729_seg.nii.gz,18,26,25,1
510,dataset/BraTS2021_Training_Data/BraTS2021_00730/BraTS2021_00730_seg.nii.gz,41,35,44,1
511,dataset/BraTS2021_Training_Data/BraTS2021_00731/BraTS2021_00731_seg.nii.gz,18,22,19,1
512,dataset/BraTS2021_Training_Data/BraTS2021_00732/BraTS2021_00732_seg.nii.gz,20,59,16,1
513,dataset/BraTS2021_Training_Data/BraTS2021_00733/BraTS2021_00733_seg.nii.gz,41,45,45,1
514,dataset/BraTS2021_Training_Data/BraTS2021_00734/BraTS2021_00734_seg.nii.gz,51,62,49,1
515,dataset/BraTS2021_Training_Data/BraTS2021_00735/BraTS2021_00735_seg.nii.gz,15,14,20,1
516,dataset/BraTS2021_Training_Data/BraTS2021_00736/BraTS2021_00736_seg.nii.gz,40,42,43,1
517,dataset/BraTS2021_Training_Data/BraTS2021_00737/BraTS2021_00737_seg.nii.gz,29,37,40,1
518,dataset/BraTS2021_Training_Data/BraTS2021_00739/BraTS2021_00739_seg.nii.gz,43,45,47,1
519,dataset/BraTS2021_Training_Data/BraTS2021_00740/BraTS2021_00740_seg.nii.gz,36,36,35,1
520,dataset/BraTS2021_Training_Data/BraTS2021_00742/BraTS2021_00742_seg.nii.gz,37,47,49,1
521,dataset/BraTS2021_Training_Data/BraTS2021_00744/BraTS2021_00744_seg.nii.gz,34,24,29,1
522,dataset/BraTS2021_Training_Data/BraTS2021_00746/BraTS2021_00746_seg.nii.gz,25,29,31,1
523,dataset/BraTS2021_Training_Data/BraTS2021_00747/BraTS2021_00747_seg.nii.gz,51,58,58,1
524,dataset/BraTS2021_Training_Data/BraTS2021_00750/BraTS2021_00750_seg.nii.gz,29,44,34,1
525,dataset/BraTS2021_Training_Data/BraTS2021_00751/BraTS2021_00751_seg.nii.gz,35,36,33,1
526,dataset/BraTS2021_Training_Data/BraTS2021_00753/BraTS2021_00753_seg.nii.gz,32,90,23,1
527,dataset/BraTS2021_Training_Data/BraTS2021_00756/BraTS2021_00756_seg.nii.gz,42,70,56,1
528,dataset/BraTS2021_Training_Data/BraTS2021_00757/BraTS2021_00757_seg.nii.gz,40,71,59,1
529,dataset/BraTS2021_Training_Data/BraTS2021_00758/BraTS2021_00758_seg.nii.gz,28,35,29,1
530,dataset/BraTS2021_Training_Data/BraTS2021_00759/BraTS2021_00759_seg.nii.gz,58,59,53,1
531,dataset/BraTS2021_Training_Data/BraTS2021_00760/BraTS2021_00760_seg.nii.gz,56,63,69,1
532,dataset/BraTS2021_Training_Data/BraTS2021_00764/BraTS2021_00764_seg.nii.gz,58,97,78,1
533,dataset/BraTS2021_Training_Data/BraTS2021_00765/BraTS2021_00765_seg.nii.gz,44,69,47,1
534,dataset/BraTS2021_Training_Data/BraTS2021_00767/BraTS2021_00767_seg.nii.gz,41,44,54,1
535,dataset/BraTS2021_Training_Data/BraTS2021_00768/BraTS2021_00768_seg.nii.gz,28,21,34,1
536,dataset/BraTS2021_Training_Data/BraTS2021_00772/BraTS2021_00772_seg.nii.gz,31,24,22,1
537,dataset/BraTS2021_Training_Data/BraTS2021_00773/BraTS2021_00773_seg.nii.gz,88,62,51,1
538,dataset/BraTS2021_Training_Data/BraTS2021_00774/BraTS2021_00774_seg.nii.gz,50,38,33,1
539,dataset/BraTS2021_Training_Data/BraTS2021_00775/BraTS2021_00775_seg.nii.gz,32,46,34,1
540,dataset/BraTS2021_Training_Data/BraTS2021_00777/BraTS2021_00777_seg.nii.gz,43,51,45,1
541,dataset/BraTS2021_Training_Data/BraTS2021_00778/BraTS2021_00778_seg.nii.gz,34,42,30,1
542,dataset/BraTS2021_Training_Data/BraTS2021_00780/BraTS2021_00780_seg.nii.gz,39,59,47,1
543,dataset/BraTS2021_Training_Data/BraTS2021_00781/BraTS2021_00781_seg.nii.gz,46,86,53,1
544,dataset/BraTS2021_Training_Data/BraTS2021_00782/BraTS2021_00782_seg.nii.gz,36,42,42,1
545,dataset/BraTS2021_Training_Data/BraTS2021_00784/BraTS2021_00784_seg.nii.gz,44,56,47,1
546,dataset/BraTS2021_Training_Data/BraTS2021_00787/BraTS2021_00787_seg.nii.gz,47,61,61,1
547,dataset/BraTS2021_Training_Data/BraTS2021_00788/BraTS2021_00788_seg.nii.gz,28,24,30,1
548,dataset/BraTS2021_Training_Data/BraTS2021_00789/BraTS2021_00789_seg.nii.gz,41,49,53,1
549,dataset/BraTS2021_Training_Data/BraTS2021_00791/BraTS2021_00791_seg.nii.gz,44,51,48,1
550,dataset/BraTS2021_Training_Data/BraTS2021_00792/BraTS2021_00792_seg.nii.gz,34,73,49,1
551,dataset/BraTS2021_Training_Data/BraTS2021_00793/BraTS2021_00793_seg.nii.gz,49,54,63,1
552,dataset/BraTS2021_Training_Data/BraTS2021_00795/BraTS2021_00795_seg.nii.gz,29,68,33,1
553,dataset/BraTS2021_Training_Data/BraTS2021_00796/BraTS2021_00796_seg.nii.gz,32,59,44,1
554,dataset/BraTS2021_Training_Data/BraTS2021_00797/BraTS2021_00797_seg.nii.gz,57,78,72,1
555,dataset/BraTS2021_Training_Data/BraTS2021_00799/BraTS2021_00799_seg.nii.gz,59,59,70,1
556,dataset/BraTS2021_Training_Data/BraTS2021_00800/BraTS2021_00800_seg.nii.gz,30,31,36,1
557,dataset/BraTS2021_Training_Data/BraTS2021_00801/BraTS2021_00801_seg.nii.gz,48,48,44,1
558,dataset/BraTS2021_Training_Data/BraTS2021_00802/BraTS2021_00802_seg.nii.gz,22,18,28,1
559,dataset/BraTS2021_Training_Data/BraTS2021_00803/BraTS2021_00803_seg.nii.gz,39,53,50,1
560,dataset/BraTS2021_Training_Data/BraTS2021_00804/BraTS2021_00804_seg.nii.gz,46,73,55,1
561,dataset/BraTS2021_Training_Data/BraTS2021_00805/BraTS2021_00805_seg.nii.gz,16,17,25,1
562,dataset/BraTS2021_Training_Data/BraTS2021_00806/BraTS2021_00806_seg.nii.gz,52,86,63,1
563,dataset/BraTS2021_Training_Data/BraTS2021_00807/BraTS2021_00807_seg.nii.gz,58,85,64,1
564,dataset/BraTS2021_Training_Data/BraTS2021_00808/BraTS2021_00808_seg.nii.gz,54,44,47,1
565,dataset/BraTS2021_Training_Data/BraTS2021_00809/BraTS2021_00809_seg.nii.gz,47,65,55,1
566,dataset/BraTS2021_Training_Data/BraTS2021_00810/BraTS2021_00810_seg.nii.gz,35,48,43,1
567,dataset/BraTS2021_Training_Data/BraTS2021_00811/BraTS2021_00811_seg.nii.gz,40,76,50,1
568,dataset/BraTS2021_Training_Data/BraTS2021_00814/BraTS2021_00814_seg.nii.gz,42,73,61,1
569,dataset/BraTS2021_Training_Data/BraTS2021_00816/BraTS2021_00816_seg.nii.gz,47,65,53,1
570,dataset/BraTS2021_Training_Data/BraTS2021_00818/BraTS2021_00818_seg.nii.gz,43,52,71,1
571,dataset/BraTS2021_Training_Data/BraTS2021_00819/BraTS2021_00819_seg.nii.gz,35,65,61,1
572,dataset/BraTS2021_Training_Data/BraTS2021_00820/BraTS2021_00820_seg.nii.gz,58,39,75,1
573,dataset/BraTS2021_Training_Data/BraTS2021_00823/BraTS2021_00823_seg.nii.gz,43,47,40,1
574,dataset/BraTS2021_Training_Data/BraTS2021_00824/BraTS2021_00824_seg.nii.gz,63,49,45,1
575,dataset/BraTS2021_Training_Data/BraTS2021_00828/BraTS2021_00828_seg.nii.gz,62,64,50,1
576,dataset/BraTS2021_Training_Data/BraTS2021_00830/BraTS2021_00830_seg.nii.gz,22,43,32,1
577,dataset/BraTS2021_Training_Data/BraTS2021_00831/BraTS2021_00831_seg.nii.gz,32,35,38,1
578,dataset/BraTS2021_Training_Data/BraTS2021_00834/BraTS2021_00834_seg.nii.gz,38,91,48,1
579,dataset/BraTS2021_Training_Data/BraTS2021_00836/BraTS2021_00836_seg.nii.gz,29,31,29,1
580,dataset/BraTS2021_Training_Data/BraTS2021_00837/BraTS2021_00837_seg.nii.gz,17,19,21,1
581,dataset/BraTS2021_Training_Data/BraTS2021_00838/BraTS2021_00838_seg.nii.gz,57,85,46,1
582,dataset/BraTS2021_Training_Data/BraTS2021_00839/BraTS2021_00839_seg.nii.gz,16,14,23,1
583,dataset/BraTS2021_Training_Data/BraTS2021_00840/BraTS2021_00840_seg.nii.gz,33,37,27,1
584,dataset/BraTS2021_Training_Data/BraTS2021_00999/BraTS2021_00999_seg.nii.gz,50,55,59,1
585,dataset/BraTS2021_Training_Data/BraTS2021_01000/BraTS2021_01000_seg.nii.gz,36,46,41,1
586,dataset/BraTS2021_Training_Data/BraTS2021_01001/BraTS2021_01001_seg.nii.gz,34,32,35,1
587,dataset/BraTS2021_Training_Data/BraTS2021_01002/BraTS2021_01002_seg.nii.gz,38,50,47,1
588,dataset/BraTS2021_Training_Data/BraTS2021_01003/BraTS2021_01003_seg.nii.gz,53,80,69,1
589,dataset/BraTS2021_Training_Data/BraTS2021_01004/BraTS2021_01004_seg.nii.gz,38,39,36,1
590,dataset/BraTS2021_Training_Data/BraTS2021_01005/BraTS2021_01005_seg.nii.gz,54,40,55,1
591,dataset/BraTS2021_Training_Data/BraTS2021_01007/BraTS2021_01007_seg.nii.gz,37,60,39,1
592,dataset/BraTS2021_Training_Data/BraTS2021_01008/BraTS2021_01008_seg.nii.gz,32,42,44,1
593,dataset/BraTS2021_Training_Data/BraTS2021_01009/BraTS2021_01009_seg.nii.gz,33,46,34,1
594,dataset/BraTS2021_Training_Data/BraTS2021_01010/BraTS2021_01010_seg.nii.gz,43,53,45,1
595,dataset/BraTS2021_Training_Data/BraTS2021_01011/BraTS2021_01011_seg.nii.gz,27,29,31,1
596,dataset/BraTS2021_Training_Data/BraTS2021_01012/BraTS2021_01012_seg.nii.gz,86,52,60,1
597,dataset/BraTS2021_Training_Data/BraTS2021_01013/BraTS2021_01013_seg.nii.gz,26,40,31,1
598,dataset/BraTS2021_Training_Data/BraTS2021_01014/BraTS2021_01014_seg.nii.gz,45,30,44,1
599,dataset/BraTS2021_Training_Data/BraTS2021_01015/BraTS2021_01015_seg.nii.gz,53,55,51,1
600,dataset/BraTS2021_Training_Data/BraTS2021_01016/BraTS2021_01016_seg.nii.gz,51,72,49,1
601,dataset/BraTS2021_Training_Data/BraTS2021_01017/BraTS2021_01017_seg.nii.gz,28,44,47,1
602,dataset/BraTS2021_Training_Data/BraTS2021_01018/BraTS2021_01018_seg.nii.gz,52,57,54,1
603,dataset/BraTS2021_Training_Data/BraTS2021_01019/BraTS2021_01019_seg.nii.gz,44,67,55,1
604,dataset/BraTS2021_Training_Data/BraTS2021_01020/BraTS2021_01020_seg.nii.gz,45,46,53,1
605,dataset/BraTS2021_Training_Data/BraTS2021_01021/BraTS2021_01021_seg.nii.gz,68,55,59,1
606,dataset/BraTS2021_Training_Data/BraTS2021_01022/BraTS2021_01022_seg.nii.gz,33,34,43,1
607,dataset/BraTS2021_Training_Data/BraTS2021_01023/BraTS2021_01023_seg.nii.gz,41,43,43,1
608,dataset/BraTS2021_Training_Data/BraTS2021_01024/BraTS2021_01024_seg.nii.gz,22,27,30,1
609,dataset/BraTS2021_Training_Data/BraTS2021_01025/BraTS2021_01025_seg.nii.gz,33,43,45,1
610,dataset/BraTS2021_Training_Data/BraTS2021_01026/BraTS2021_01026_seg.nii.gz,53,58,43,1
611,dataset/BraTS2021_Training_Data/BraTS2021_01027/BraTS2021_01027_seg.nii.gz,75,127,46,1
612,dataset/BraTS2021_Training_Data/BraTS2021_01028/BraTS2021_01028_seg.nii.gz,36,65,33,1
613,dataset/BraTS2021_Training_Data/BraTS2021_01029/BraTS2021_01029_seg.nii.gz,36,41,44,1
614,dataset/BraTS2021_Training_Data/BraTS2021_01030/BraTS2021_01030_seg.nii.gz,52,83,52,1
615,dataset/BraTS2021_Training_Data/BraTS2021_01031/BraTS2021_01031_seg.nii.gz,16,17,19,1
616,dataset/BraTS2021_Training_Data/BraTS2021_01032/BraTS2021_01032_seg.nii.gz,50,58,49,1
617,dataset/BraTS2021_Training_Data/BraTS2021_01033/BraTS2021_01033_seg.nii.gz,37,54,37,1
618,dataset/BraTS2021_Training_Data/BraTS2021_01034/BraTS2021_01034_seg.nii.gz,16,17,19,1
619,dataset/BraTS2021_Training_Data/BraTS2021_01035/BraTS2021_01035_seg.nii.gz,9,13,16,1
620,dataset/BraTS2021_Training_Data/BraTS2021_01036/BraTS2021_01036_seg.nii.gz,28,32,25,1
621,dataset/BraTS2021_Training_Data/BraTS2021_01037/BraTS2021_01037_seg.nii.gz,41,74,47,1
622,dataset/BraTS2021_Training_Data/BraTS2021_01038/BraTS2021_01038_seg.nii.gz,40,62,46,1
623,dataset/BraTS2021_Training_Data/BraTS2021_01039/BraTS2021_01039_seg.nii.gz,26,32,26,1
624,dataset/BraTS2021_Training_Data/BraTS2021_01040/BraTS2021_01040_seg.nii.gz,59,54,50,1
625,dataset/BraTS2021_Training_Data/BraTS2021_01041/BraTS2021_01041_seg.nii.gz,50,86,96,1
626,dataset/BraTS2021_Training_Data/BraTS2021_01042/BraTS2021_01042_seg.nii.gz,40,64,45,1
627,dataset/BraTS2021_Training_Data/BraTS2021_01043/BraTS2021_01043_seg.nii.gz,39,51,41,1
628,dataset/BraTS2021_Training_Data/BraTS2021_01044/BraTS2021_01044_seg.nii.gz,49,40,47,1
629,dataset/BraTS2021_Training_Data/BraTS2021_01045/BraTS2021_01045_seg.nii.gz,62,65,39,1
630,dataset/BraTS2021_Training_Data/BraTS2021_01046/BraTS2021_01046_seg.nii.gz,42,57,55,1
631,dataset/BraTS2021_Training_Data/BraTS2021_01047/BraTS2021_01047_seg.nii.gz,47,62,51,1
632,dataset/BraTS2021_Training_Data/BraTS2021_01048/BraTS2021_01048_seg.nii.gz,68,80,69,1
633,dataset/BraTS2021_Training_Data/BraTS2021_01049/BraTS2021_01049_seg.nii.gz,66,30,45,1
634,dataset/BraTS2021_Training_Data/BraTS2021_01050/BraTS2021_01050_seg.nii.gz,25,54,22,1
635,dataset/BraTS2021_Training_Data/BraTS2021_01051/BraTS2021_01051_seg.nii.gz,58,56,45,1
636,dataset/BraTS2021_Training_Data/BraTS2021_01052/BraTS2021_01052_seg.nii.gz,48,53,32,1
637,dataset/BraTS2021_Training_Data/BraTS2021_01053/BraTS2021_01053_seg.nii.gz,70,82,65,1
638,dataset/BraTS2021_Training_Data/BraTS2021_01054/BraTS2021_01054_seg.nii.gz,22,21,17,1
639,dataset/BraTS2021_Training_Data/BraTS2021_01055/BraTS2021_01055_seg.nii.gz,29,40,32,1
640,dataset/BraTS2021_Training_Data/BraTS2021_01056/BraTS2021_01056_seg.nii.gz,41,57,42,1
641,dataset/BraTS2021_Training_Data/BraTS2021_01057/BraTS2021_01057_seg.nii.gz,43,45,31,1
642,dataset/BraTS2021_Training_Data/BraTS2021_01058/BraTS2021_01058_seg.nii.gz,50,89,66,1
643,dataset/BraTS2021_Training_Data/BraTS2021_01059/BraTS2021_01059_seg.nii.gz,38,77,47,1
644,dataset/BraTS2021_Training_Data/BraTS2021_01060/BraTS2021_01060_seg.nii.gz,49,82,58,1
645,dataset/BraTS2021_Training_Data/BraTS2021_01061/BraTS2021_01061_seg.nii.gz,42,53,46,1
646,dataset/BraTS2021_Training_Data/BraTS2021_01062/BraTS2021_01062_seg.nii.gz,50,66,42,1
647,dataset/BraTS2021_Training_Data/BraTS2021_01063/BraTS2021_01063_seg.nii.gz,41,52,45,1
648,dataset/BraTS2021_Training_Data/BraTS2021_01064/BraTS2021_01064_seg.nii.gz,24,65,31,1
649,dataset/BraTS2021_Training_Data/BraTS2021_01065/BraTS2021_01065_seg.nii.gz,52,61,38,1
650,dataset/BraTS2021_Training_Data/BraTS2021_01066/BraTS2021_01066_seg.nii.gz,36,57,52,1
651,dataset/BraTS2021_Training_Data/BraTS2021_01067/BraTS2021_01067_seg.nii.gz,34,35,35,1
652,dataset/BraTS2021_Training_Data/BraTS2021_01068/BraTS2021_01068_seg.nii.gz,24,25,28,1
653,dataset/BraTS2021_Training_Data/BraTS2021_01069/BraTS2021_01069_seg.nii.gz,49,61,50,1
654,dataset/BraTS2021_Training_Data/BraTS2021_01070/BraTS2021_01070_seg.nii.gz,107,58,50,1
655,dataset/BraTS2021_Training_Data/BraTS2021_01071/BraTS2021_01071_seg.nii.gz,34,60,28,1
656,dataset/BraTS2021_Training_Data/BraTS2021_01072/BraTS2021_01072_seg.nii.gz,53,69,48,1
657,dataset/BraTS2021_Training_Data/BraTS2021_01073/BraTS2021_01073_seg.nii.gz,28,47,50,1
658,dataset/BraTS2021_Training_Data/BraTS2021_01074/BraTS2021_01074_seg.nii.gz,57,42,40,1
659,dataset/BraTS2021_Training_Data/BraTS2021_01075/BraTS2021_01075_seg.nii.gz,42,42,39,1
660,dataset/BraTS2021_Training_Data/BraTS2021_01076/BraTS2021_01076_seg.nii.gz,26,32,31,1
661,dataset/BraTS2021_Training_Data/BraTS2021_01077/BraTS2021_01077_seg.nii.gz,5,8,7,1
662,dataset/BraTS2021_Training_Data/BraTS2021_01078/BraTS2021_01078_seg.nii.gz,47,54,43,1
663,dataset/BraTS2021_Training_Data/BraTS2021_01079/BraTS2021_01079_seg.nii.gz,59,64,67,1
664,dataset/BraTS2021_Training_Data/BraTS2021_01080/BraTS2021_01080_seg.nii.gz,48,57,41,1
665,dataset/BraTS2021_Training_Data/BraTS2021_01081/BraTS2021_01081_seg.nii.gz,59,54,48,1
666,dataset/BraTS2021_Training_Data/BraTS2021_01082/BraTS2021_01082_seg.nii.gz,54,79,61,1
667,dataset/BraTS2021_Training_Data/BraTS2021_01083/BraTS2021_01083_seg.nii.gz,37,41,42,1
668,dataset/BraTS2021_Training_Data/BraTS2021_01084/BraTS2021_01084_seg.nii.gz,50,41,34,1
669,dataset/BraTS2021_Training_Data/BraTS2021_01085/BraTS2021_01085_seg.nii.gz,36,52,47,1
670,dataset/BraTS2021_Training_Data/BraTS2021_01086/BraTS2021_01086_seg.nii.gz,29,26,28,1
671,dataset/BraTS2021_Training_Data/BraTS2021_01087/BraTS2021_01087_seg.nii.gz,32,55,87,1
672,dataset/BraTS2021_Training_Data/BraTS2021_01088/BraTS2021_01088_seg.nii.gz,14,20,20,1
673,dataset/BraTS2021_Training_Data/BraTS2021_01089/BraTS2021_01089_seg.nii.gz,43,56,44,1
674,dataset/BraTS2021_Training_Data/BraTS2021_01090/BraTS2021_01090_seg.nii.gz,41,49,37,1
675,dataset/BraTS2021_Training_Data/BraTS2021_01091/BraTS2021_01091_seg.nii.gz,14,18,21,1
676,dataset/BraTS2021_Training_Data/BraTS2021_01092/BraTS2021_01092_seg.nii.gz,45,55,48,1
677,dataset/BraTS2021_Training_Data/BraTS2021_01093/BraTS2021_01093_seg.nii.gz,42,53,48,1
678,dataset/BraTS2021_Training_Data/BraTS2021_01094/BraTS2021_01094_seg.nii.gz,32,33,32,1
679,dataset/BraTS2021_Training_Data/BraTS2021_01095/BraTS2021_01095_seg.nii.gz,50,50,46,1
680,dataset/BraTS2021_Training_Data/BraTS2021_01096/BraTS2021_01096_seg.nii.gz,40,51,39,1
681,dataset/BraTS2021_Training_Data/BraTS2021_01097/BraTS2021_01097_seg.nii.gz,58,43,38,1
682,dataset/BraTS2021_Training_Data/BraTS2021_01098/BraTS2021_01098_seg.nii.gz,23,40,54,1
683,dataset/BraTS2021_Training_Data/BraTS2021_01099/BraTS2021_01099_seg.nii.gz,44,50,25,1
684,dataset/BraTS2021_Training_Data/BraTS2021_01100/BraTS2021_01100_seg.nii.gz,34,70,32,1
685,dataset/BraTS2021_Training_Data/BraTS2021_01101/BraTS2021_01101_seg.nii.gz,61,58,52,1
686,dataset/BraTS2021_Training_Data/BraTS2021_01102/BraTS2021_01102_seg.nii.gz,24,35,46,1
687,dataset/BraTS2021_Training_Data/BraTS2021_01103/BraTS2021_01103_seg.nii.gz,32,44,32,1
688,dataset/BraTS2021_Training_Data/BraTS2021_01104/BraTS2021_01104_seg.nii.gz,71,99,83,1
689,dataset/BraTS2021_Training_Data/BraTS2021_01105/BraTS2021_01105_seg.nii.gz,36,45,31,1
690,dataset/BraTS2021_Training_Data/BraTS2021_01106/BraTS2021_01106_seg.nii.gz,60,60,75,1
691,dataset/BraTS2021_Training_Data/BraTS2021_01107/BraTS2021_01107_seg.nii.gz,27,26,28,1
692,dataset/BraTS2021_Training_Data/BraTS2021_01108/BraTS2021_01108_seg.nii.gz,23,29,20,1
693,dataset/BraTS2021_Training_Data/BraTS2021_01109/BraTS2021_01109_seg.nii.gz,54,37,30,1
694,dataset/BraTS2021_Training_Data/BraTS2021_01110/BraTS2021_01110_seg.nii.gz,26,26,26,1
695,dataset/BraTS2021_Training_Data/BraTS2021_01111/BraTS2021_01111_seg.nii.gz,44,39,43,1
696,dataset/BraTS2021_Training_Data/BraTS2021_01112/BraTS2021_01112_seg.nii.gz,62,75,63,1
697,dataset/BraTS2021_Training_Data/BraTS2021_01113/BraTS2021_01113_seg.nii.gz,34,57,37,1
698,dataset/BraTS2021_Training_Data/BraTS2021_01114/BraTS2021_01114_seg.nii.gz,38,69,49,1
699,dataset/BraTS2021_Training_Data/BraTS2021_01115/BraTS2021_01115_seg.nii.gz,44,67,57,1
700,dataset/BraTS2021_Training_Data/BraTS2021_01116/BraTS2021_01116_seg.nii.gz,28,37,28,1
701,dataset/BraTS2021_Training_Data/BraTS2021_01117/BraTS2021_01117_seg.nii.gz,40,36,41,1
702,dataset/BraTS2021_Training_Data/BraTS2021_01118/BraTS2021_01118_seg.nii.gz,29,44,53,1
703,dataset/BraTS2021_Training_Data/BraTS2021_01119/BraTS2021_01119_seg.nii.gz,39,26,30,1
704,dataset/BraTS2021_Training_Data/BraTS2021_01120/BraTS2021_01120_seg.nii.gz,53,59,51,1
705,dataset/BraTS2021_Training_Data/BraTS2021_01121/BraTS2021_01121_seg.nii.gz,47,65,55,1
706,dataset/BraTS2021_Training_Data/BraTS2021_01122/BraTS2021_01122_seg.nii.gz,51,47,52,1
707,dataset/BraTS2021_Training_Data/BraTS2021_01123/BraTS2021_01123_seg.nii.gz,31,44,27,1
708,dataset/BraTS2021_Training_Data/BraTS2021_01124/BraTS2021_01124_seg.nii.gz,44,43,42,1
709,dataset/BraTS2021_Training_Data/BraTS2021_01125/BraTS2021_01125_seg.nii.gz,50,80,58,1
710,dataset/BraTS2021_Training_Data/BraTS2021_01126/BraTS2021_01126_seg.nii.gz,52,54,58,1
711,dataset/BraTS2021_Training_Data/BraTS2021_01127/BraTS2021_01127_seg.nii.gz,35,69,42,1
712,dataset/BraTS2021_Training_Data/BraTS2021_01128/BraTS2021_01128_seg.nii.gz,26,39,28,1
713,dataset/BraTS2021_Training_Data/BraTS2021_01129/BraTS2021_01129_seg.nii.gz,35,46,39,1
714,dataset/BraTS2021_Training_Data/BraTS2021_01130/BraTS2021_01130_seg.nii.gz,31,36,34,1
715,dataset/BraTS2021_Training_Data/BraTS2021_01131/BraTS2021_01131_seg.nii.gz,29,34,30,1
716,dataset/BraTS2021_Training_Data/BraTS2021_01132/BraTS2021_01132_seg.nii.gz,17,13,15,1
717,dataset/BraTS2021_Training_Data/BraTS2021_01133/BraTS2021_01133_seg.nii.gz,28,41,35,1
718,dataset/BraTS2021_Training_Data/BraTS2021_01134/BraTS2021_01134_seg.nii.gz,42,61,51,1
719,dataset/BraTS2021_Training_Data/BraTS2021_01135/BraTS2021_01135_seg.nii.gz,70,51,55,1
720,dataset/BraTS2021_Training_Data/BraTS2021_01136/BraTS2021_01136_seg.nii.gz,61,85,55,1
721,dataset/BraTS2021_Training_Data/BraTS2021_01137/BraTS2021_01137_seg.nii.gz,32,42,33,1
722,dataset/BraTS2021_Training_Data/BraTS2021_01138/BraTS2021_01138_seg.nii.gz,82,48,39,1
723,dataset/BraTS2021_Training_Data/BraTS2021_01139/BraTS2021_01139_seg.nii.gz,57,66,61,1
724,dataset/BraTS2021_Training_Data/BraTS2021_01140/BraTS2021_01140_seg.nii.gz,42,62,59,1
725,dataset/BraTS2021_Training_Data/BraTS2021_01141/BraTS2021_01141_seg.nii.gz,40,66,65,1
726,dataset/BraTS2021_Training_Data/BraTS2021_01142/BraTS2021_01142_seg.nii.gz,60,74,61,1
727,dataset/BraTS2021_Training_Data/BraTS2021_01143/BraTS2021_01143_seg.nii.gz,64,74,54,1
728,dataset/BraTS2021_Training_Data/BraTS2021_01144/BraTS2021_01144_seg.nii.gz,25,31,37,1
729,dataset/BraTS2021_Training_Data/BraTS2021_01145/BraTS2021_01145_seg.nii.gz,51,52,42,1
730,dataset/BraTS2021_Training_Data/BraTS2021_01146/BraTS2021_01146_seg.nii.gz,53,51,40,1
731,dataset/BraTS2021_Training_Data/BraTS2021_01147/BraTS2021_01147_seg.nii.gz,21,18,21,1
732,dataset/BraTS2021_Training_Data/BraTS2021_01148/BraTS2021_01148_seg.nii.gz,40,42,47,1
733,dataset/BraTS2021_Training_Data/BraTS2021_01149/BraTS2021_01149_seg.nii.gz,14,11,18,1
734,dataset/BraTS2021_Training_Data/BraTS2021_01150/BraTS2021_01150_seg.nii.gz,44,48,36,1
735,dataset/BraTS2021_Training_Data/BraTS2021_01151/BraTS2021_01151_seg.nii.gz,34,47,40,1
736,dataset/BraTS2021_Training_Data/BraTS2021_01152/BraTS2021_01152_seg.nii.gz,29,25,23,1
737,dataset/BraTS2021_Training_Data/BraTS2021_01153/BraTS2021_01153_seg.nii.gz,53,69,64,1
738,dataset/BraTS2021_Training_Data/BraTS2021_01154/BraTS2021_01154_seg.nii.gz,22,31,24,1
739,dataset/BraTS2021_Training_Data/BraTS2021_01155/BraTS2021_01155_seg.nii.gz,48,62,61,1
740,dataset/BraTS2021_Training_Data/BraTS2021_01156/BraTS2021_01156_seg.nii.gz,53,52,53,1
741,dataset/BraTS2021_Training_Data/BraTS2021_01157/BraTS2021_01157_seg.nii.gz,58,54,54,1
742,dataset/BraTS2021_Training_Data/BraTS2021_01158/BraTS2021_01158_seg.nii.gz,38,39,43,1
743,dataset/BraTS2021_Training_Data/BraTS2021_01159/BraTS2021_01159_seg.nii.gz,13,9,13,1
744,dataset/BraTS2021_Training_Data/BraTS2021_01160/BraTS2021_01160_seg.nii.gz,48,71,60,1
745,dataset/BraTS2021_Training_Data/BraTS2021_01161/BraTS2021_01161_seg.nii.gz,50,83,55,1
746,dataset/BraTS2021_Training_Data/BraTS2021_01162/BraTS2021_01162_seg.nii.gz,34,39,41,1
